annotation_id,frame_index,timestamp_seconds,timestamp_hms,interaction_type,x1,y1,x2,y2,width,height,source_keyframe_index,source_keyframe_number,block_start_frame,block_end_frame,is_keyframe
74,50,1.666667,00:00:01.667,Holding Object,1824,810,1919,951,95,141,48,49,48,71,False
55,51,1.7,00:00:01.700,No Interaction,106,385,234,468,128,83,48,49,48,71,False
56,51,1.7,00:00:01.700,Touching Shelf,68,281,149,353,81,72,48,49,48,71,False
57,51,1.7,00:00:01.700,Touching Shelf,465,276,631,376,166,100,48,49,48,71,False
58,51,1.7,00:00:01.700,No Interaction,70,760,136,849,66,89,48,49,48,71,False
59,51,1.7,00:00:01.700,No Interaction,226,760,301,822,75,62,48,49,48,71,False
60,51,1.7,00:00:01.700,No Interaction,319,846,388,922,69,76,48,49,48,71,False
61,51,1.7,00:00:01.700,Holding Object,409,895,702,1074,293,179,48,49,48,71,False
62,51,1.7,00:00:01.700,Holding Object,1131,884,1181,982,50,98,48,49,48,71,False
63,51,1.7,00:00:01.700,No Interaction,1162,962,1272,1076,110,114,48,49,48,71,False
64,51,1.7,00:00:01.700,No Interaction,1402,896,1492,960,90,64,48,49,48,71,False
65,51,1.7,00:00:01.700,No Interaction,1635,902,1745,970,110,68,48,49,48,71,False
67,51,1.7,00:00:01.700,Holding Object,1509,890,1619,962,110,72,48,49,48,71,False
68,51,1.7,00:00:01.700,Touching Shelf,1510,565,1561,608,51,43,48,49,48,71,False
69,51,1.7,00:00:01.700,Touching Shelf,1539,541,1590,574,51,33,48,49,48,71,False
71,51,1.7,00:00:01.700,Holding Object,1116,505,1308,616,192,111,48,49,48,71,False
72,51,1.7,00:00:01.700,No Interaction,1304,176,1384,242,80,66,48,49,48,71,False
74,51,1.7,00:00:01.700,Holding Object,1824,810,1919,951,95,141,48,49,48,71,False
55,52,1.733333,00:00:01.733,No Interaction,106,385,234,468,128,83,48,49,48,71,False
56,52,1.733333,00:00:01.733,Touching Shelf,68,281,149,353,81,72,48,49,48,71,False
57,52,1.733333,00:00:01.733,Touching Shelf,465,276,631,376,166,100,48,49,48,71,False
58,52,1.733333,00:00:01.733,No Interaction,70,760,136,849,66,89,48,49,48,71,False
59,52,1.733333,00:00:01.733,No Interaction,226,760,301,822,75,62,48,49,48,71,False
60,52,1.733333,00:00:01.733,No Interaction,319,846,388,922,69,76,48,49,48,71,False
61,52,1.733333,00:00:01.733,Holding Object,409,895,702,1074,293,179,48,49,48,71,False
62,52,1.733333,00:00:01.733,Holding Object,1131,884,1181,982,50,98,48,49,48,71,False
63,52,1.733333,00:00:01.733,No Interaction,1162,962,1272,1076,110,114,48,49,48,71,False
64,52,1.733333,00:00:01.733,No Interaction,1402,896,1492,960,90,64,48,49,48,71,False
65,52,1.733333,00:00:01.733,No Interaction,1635,902,1745,970,110,68,48,49,48,71,False
67,52,1.733333,00:00:01.733,Holding Object,1509,890,1619,962,110,72,48,49,48,71,False
68,52,1.733333,00:00:01.733,Touching Shelf,1510,565,1561,608,51,43,48,49,48,71,False
69,52,1.733333,00:00:01.733,Touching Shelf,1539,541,1590,574,51,33,48,49,48,71,False
71,52,1.733333,00:00:01.733,Holding Object,1116,505,1308,616,192,111,48,49,48,71,False
72,52,1.733333,00:00:01.733,No Interaction,1304,176,1384,242,80,66,48,49,48,71,False
74,52,1.733333,00:00:01.733,Holding Object,1824,810,1919,951,95,141,48,49,48,71,False
55,53,1.766667,00:00:01.767,No Interaction,106,385,234,468,128,83,48,49,48,71,False
56,53,1.766667,00:00:01.767,Touching Shelf,68,281,149,353,81,72,48,49,48,71,False
57,53,1.766667,00:00:01.767,Touching Shelf,465,276,631,376,166,100,48,49,48,71,False
58,53,1.766667,00:00:01.767,No Interaction,70,760,136,849,66,89,48,49,48,71,False
59,53,1.766667,00:00:01.767,No Interaction,226,760,301,822,75,62,48,49,48,71,False
60,53,1.766667,00:00:01.767,No Interaction,319,846,388,922,69,76,48,49,48,71,False
61,53,1.766667,00:00:01.767,Holding Object,409,895,702,1074,293,179,48,49,48,71,False
62,53,1.766667,00:00:01.767,Holding Object,1131,884,1181,982,50,98,48,49,48,71,False
63,53,1.766667,00:00:01.767,No Interaction,1162,962,1272,1076,110,114,48,49,48,71,False
64,53,1.766667,00:00:01.767,No Interaction,1402,896,1492,960,90,64,48,49,48,71,False
65,53,1.766667,00:00:01.767,No Interaction,1635,902,1745,970,110,68,48,49,48,71,False
67,53,1.766667,00:00:01.767,Holding Object,1509,890,1619,962,110,72,48,49,48,71,False
68,53,1.766667,00:00:01.767,Touching Shelf,1510,565,1561,608,51,43,48,49,48,71,False
69,53,1.766667,00:00:01.767,Touching Shelf,1539,541,1590,574,51,33,48,49,48,71,False
71,53,1.766667,00:00:01.767,Holding Object,1116,505,1308,616,192,111,48,49,48,71,False
72,53,1.766667,00:00:01.767,No Interaction,1304,176,1384,242,80,66,48,49,48,71,False
74,53,1.766667,00:00:01.767,Holding Object,1824,810,1919,951,95,141,48,49,48,71,False
55,54,1.8,00:00:01.800,No Interaction,106,385,234,468,128,83,48,49,48,71,False
56,54,1.8,00:00:01.800,Touching Shelf,68,281,149,353,81,72,48,49,48,71,False
57,54,1.8,00:00:01.800,Touching Shelf,465,276,631,376,166,100,48,49,48,71,False
58,54,1.8,00:00:01.800,No Interaction,70,760,136,849,66,89,48,49,48,71,False
59,54,1.8,00:00:01.800,No Interaction,226,760,301,822,75,62,48,49,48,71,False
60,54,1.8,00:00:01.800,No Interaction,319,846,388,922,69,76,48,49,48,71,False
61,54,1.8,00:00:01.800,Holding Object,409,895,702,1074,293,179,48,49,48,71,False
62,54,1.8,00:00:01.800,Holding Object,1131,884,1181,982,50,98,48,49,48,71,False
63,54,1.8,00:00:01.800,No Interaction,1162,962,1272,1076,110,114,48,49,48,71,False
64,54,1.8,00:00:01.800,No Interaction,1402,896,1492,960,90,64,48,49,48,71,False
65,54,1.8,00:00:01.800,No Interaction,1635,902,1745,970,110,68,48,49,48,71,False
67,54,1.8,00:00:01.800,Holding Object,1509,890,1619,962,110,72,48,49,48,71,False
68,54,1.8,00:00:01.800,Touching Shelf,1510,565,1561,608,51,43,48,49,48,71,False
69,54,1.8,00:00:01.800,Touching Shelf,1539,541,1590,574,51,33,48,49,48,71,False
71,54,1.8,00:00:01.800,Holding Object,1116,505,1308,616,192,111,48,49,48,71,False
72,54,1.8,00:00:01.800,No Interaction,1304,176,1384,242,80,66,48,49,48,71,False
74,54,1.8,00:00:01.800,Holding Object,1824,810,1919,951,95,141,48,49,48,71,False
55,55,1.833333,00:00:01.833,No Interaction,106,385,234,468,128,83,48,49,48,71,False
56,55,1.833333,00:00:01.833,Touching Shelf,68,281,149,353,81,72,48,49,48,71,False
57,55,1.833333,00:00:01.833,Touching Shelf,465,276,631,376,166,100,48,49,48,71,False
58,55,1.833333,00:00:01.833,No Interaction,70,760,136,849,66,89,48,49,48,71,False
59,55,1.833333,00:00:01.833,No Interaction,226,760,301,822,75,62,48,49,48,71,False
60,55,1.833333,00:00:01.833,No Interaction,319,846,388,922,69,76,48,49,48,71,False
61,55,1.833333,00:00:01.833,Holding Object,409,895,702,1074,293,179,48,49,48,71,False
62,55,1.833333,00:00:01.833,Holding Object,1131,884,1181,982,50,98,48,49,48,71,False
63,55,1.833333,00:00:01.833,No Interaction,1162,962,1272,1076,110,114,48,49,48,71,False
64,55,1.833333,00:00:01.833,No Interaction,1402,896,1492,960,90,64,48,49,48,71,False
65,55,1.833333,00:00:01.833,No Interaction,1635,902,1745,970,110,68,48,49,48,71,False
67,55,1.833333,00:00:01.833,Holding Object,1509,890,1619,962,110,72,48,49,48,71,False
68,55,1.833333,00:00:01.833,Touching Shelf,1510,565,1561,608,51,43,48,49,48,71,False
69,55,1.833333,00:00:01.833,Touching Shelf,1539,541,1590,574,51,33,48,49,48,71,False
71,55,1.833333,00:00:01.833,Holding Object,1116,505,1308,616,192,111,48,49,48,71,False
72,55,1.833333,00:00:01.833,No Interaction,1304,176,1384,242,80,66,48,49,48,71,False
74,55,1.833333,00:00:01.833,Holding Object,1824,810,1919,951,95,141,48,49,48,71,False
55,56,1.866667,00:00:01.867,No Interaction,106,385,234,468,128,83,48,49,48,71,False
56,56,1.866667,00:00:01.867,Touching Shelf,68,281,149,353,81,72,48,49,48,71,False
57,56,1.866667,00:00:01.867,Touching Shelf,465,276,631,376,166,100,48,49,48,71,False
58,56,1.866667,00:00:01.867,No Interaction,70,760,136,849,66,89,48,49,48,71,False
59,56,1.866667,00:00:01.867,No Interaction,226,760,301,822,75,62,48,49,48,71,False
60,56,1.866667,00:00:01.867,No Interaction,319,846,388,922,69,76,48,49,48,71,False
61,56,1.866667,00:00:01.867,Holding Object,409,895,702,1074,293,179,48,49,48,71,False
62,56,1.866667,00:00:01.867,Holding Object,1131,884,1181,982,50,98,48,49,48,71,False
63,56,1.866667,00:00:01.867,No Interaction,1162,962,1272,1076,110,114,48,49,48,71,False
64,56,1.866667,00:00:01.867,No Interaction,1402,896,1492,960,90,64,48,49,48,71,False
65,56,1.866667,00:00:01.867,No Interaction,1635,902,1745,970,110,68,48,49,48,71,False
67,56,1.866667,00:00:01.867,Holding Object,1509,890,1619,962,110,72,48,49,48,71,False
68,56,1.866667,00:00:01.867,Touching Shelf,1510,565,1561,608,51,43,48,49,48,71,False
69,56,1.866667,00:00:01.867,Touching Shelf,1539,541,1590,574,51,33,48,49,48,71,False
71,56,1.866667,00:00:01.867,Holding Object,1116,505,1308,616,192,111,48,49,48,71,False
72,56,1.866667,00:00:01.867,No Interaction,1304,176,1384,242,80,66,48,49,48,71,False
74,56,1.866667,00:00:01.867,Holding Object,1824,810,1919,951,95,141,48,49,48,71,False
55,57,1.9,00:00:01.900,No Interaction,106,385,234,468,128,83,48,49,48,71,False
56,57,1.9,00:00:01.900,Touching Shelf,68,281,149,353,81,72,48,49,48,71,False
57,57,1.9,00:00:01.900,Touching Shelf,465,276,631,376,166,100,48,49,48,71,False
58,57,1.9,00:00:01.900,No Interaction,70,760,136,849,66,89,48,49,48,71,False
59,57,1.9,00:00:01.900,No Interaction,226,760,301,822,75,62,48,49,48,71,False
60,57,1.9,00:00:01.900,No Interaction,319,846,388,922,69,76,48,49,48,71,False
61,57,1.9,00:00:01.900,Holding Object,409,895,702,1074,293,179,48,49,48,71,False
62,57,1.9,00:00:01.900,Holding Object,1131,884,1181,982,50,98,48,49,48,71,False
63,57,1.9,00:00:01.900,No Interaction,1162,962,1272,1076,110,114,48,49,48,71,False
64,57,1.9,00:00:01.900,No Interaction,1402,896,1492,960,90,64,48,49,48,71,False
65,57,1.9,00:00:01.900,No Interaction,1635,902,1745,970,110,68,48,49,48,71,False
67,57,1.9,00:00:01.900,Holding Object,1509,890,1619,962,110,72,48,49,48,71,False
68,57,1.9,00:00:01.900,Touching Shelf,1510,565,1561,608,51,43,48,49,48,71,False
69,57,1.9,00:00:01.900,Touching Shelf,1539,541,1590,574,51,33,48,49,48,71,False
71,57,1.9,00:00:01.900,Holding Object,1116,505,1308,616,192,111,48,49,48,71,False
72,57,1.9,00:00:01.900,No Interaction,1304,176,1384,242,80,66,48,49,48,71,False
74,57,1.9,00:00:01.900,Holding Object,1824,810,1919,951,95,141,48,49,48,71,False
55,58,1.933333,00:00:01.933,No Interaction,106,385,234,468,128,83,48,49,48,71,False
56,58,1.933333,00:00:01.933,Touching Shelf,68,281,149,353,81,72,48,49,48,71,False
57,58,1.933333,00:00:01.933,Touching Shelf,465,276,631,376,166,100,48,49,48,71,False
58,58,1.933333,00:00:01.933,No Interaction,70,760,136,849,66,89,48,49,48,71,False
59,58,1.933333,00:00:01.933,No Interaction,226,760,301,822,75,62,48,49,48,71,False
60,58,1.933333,00:00:01.933,No Interaction,319,846,388,922,69,76,48,49,48,71,False
61,58,1.933333,00:00:01.933,Holding Object,409,895,702,1074,293,179,48,49,48,71,False
62,58,1.933333,00:00:01.933,Holding Object,1131,884,1181,982,50,98,48,49,48,71,False
63,58,1.933333,00:00:01.933,No Interaction,1162,962,1272,1076,110,114,48,49,48,71,False
64,58,1.933333,00:00:01.933,No Interaction,1402,896,1492,960,90,64,48,49,48,71,False
65,58,1.933333,00:00:01.933,No Interaction,1635,902,1745,970,110,68,48,49,48,71,False
67,58,1.933333,00:00:01.933,Holding Object,1509,890,1619,962,110,72,48,49,48,71,False
68,58,1.933333,00:00:01.933,Touching Shelf,1510,565,1561,608,51,43,48,49,48,71,False
69,58,1.933333,00:00:01.933,Touching Shelf,1539,541,1590,574,51,33,48,49,48,71,False
71,58,1.933333,00:00:01.933,Holding Object,1116,505,1308,616,192,111,48,49,48,71,False
72,58,1.933333,00:00:01.933,No Interaction,1304,176,1384,242,80,66,48,49,48,71,False
74,58,1.933333,00:00:01.933,Holding Object,1824,810,1919,951,95,141,48,49,48,71,False
55,59,1.966667,00:00:01.967,No Interaction,106,385,234,468,128,83,48,49,48,71,False
56,59,1.966667,00:00:01.967,Touching Shelf,68,281,149,353,81,72,48,49,48,71,False
57,59,1.966667,00:00:01.967,Touching Shelf,465,276,631,376,166,100,48,49,48,71,False
58,59,1.966667,00:00:01.967,No Interaction,70,760,136,849,66,89,48,49,48,71,False
59,59,1.966667,00:00:01.967,No Interaction,226,760,301,822,75,62,48,49,48,71,False
60,59,1.966667,00:00:01.967,No Interaction,319,846,388,922,69,76,48,49,48,71,False
61,59,1.966667,00:00:01.967,Holding Object,409,895,702,1074,293,179,48,49,48,71,False
62,59,1.966667,00:00:01.967,Holding Object,1131,884,1181,982,50,98,48,49,48,71,False
63,59,1.966667,00:00:01.967,No Interaction,1162,962,1272,1076,110,114,48,49,48,71,False
64,59,1.966667,00:00:01.967,No Interaction,1402,896,1492,960,90,64,48,49,48,71,False
65,59,1.966667,00:00:01.967,No Interaction,1635,902,1745,970,110,68,48,49,48,71,False
67,59,1.966667,00:00:01.967,Holding Object,1509,890,1619,962,110,72,48,49,48,71,False
68,59,1.966667,00:00:01.967,Touching Shelf,1510,565,1561,608,51,43,48,49,48,71,False
69,59,1.966667,00:00:01.967,Touching Shelf,1539,541,1590,574,51,33,48,49,48,71,False
71,59,1.966667,00:00:01.967,Holding Object,1116,505,1308,616,192,111,48,49,48,71,False
72,59,1.966667,00:00:01.967,No Interaction,1304,176,1384,242,80,66,48,49,48,71,False
74,59,1.966667,00:00:01.967,Holding Object,1824,810,1919,951,95,141,48,49,48,71,False
55,60,2.0,00:00:02.000,No Interaction,106,385,234,468,128,83,48,49,48,71,False
56,60,2.0,00:00:02.000,Touching Shelf,68,281,149,353,81,72,48,49,48,71,False
57,60,2.0,00:00:02.000,Touching Shelf,465,276,631,376,166,100,48,49,48,71,False
58,60,2.0,00:00:02.000,No Interaction,70,760,136,849,66,89,48,49,48,71,False
59,60,2.0,00:00:02.000,No Interaction,226,760,301,822,75,62,48,49,48,71,False
60,60,2.0,00:00:02.000,No Interaction,319,846,388,922,69,76,48,49,48,71,False
61,60,2.0,00:00:02.000,Holding Object,409,895,702,1074,293,179,48,49,48,71,False
62,60,2.0,00:00:02.000,Holding Object,1131,884,1181,982,50,98,48,49,48,71,False
63,60,2.0,00:00:02.000,No Interaction,1162,962,1272,1076,110,114,48,49,48,71,False
64,60,2.0,00:00:02.000,No Interaction,1402,896,1492,960,90,64,48,49,48,71,False
65,60,2.0,00:00:02.000,No Interaction,1635,902,1745,970,110,68,48,49,48,71,False
67,60,2.0,00:00:02.000,Holding Object,1509,890,1619,962,110,72,48,49,48,71,False
68,60,2.0,00:00:02.000,Touching Shelf,1510,565,1561,608,51,43,48,49,48,71,False
69,60,2.0,00:00:02.000,Touching Shelf,1539,541,1590,574,51,33,48,49,48,71,False
71,60,2.0,00:00:02.000,Holding Object,1116,505,1308,616,192,111,48,49,48,71,False
72,60,2.0,00:00:02.000,No Interaction,1304,176,1384,242,80,66,48,49,48,71,False
74,60,2.0,00:00:02.000,Holding Object,1824,810,1919,951,95,141,48,49,48,71,False
55,61,2.033333,00:00:02.033,No Interaction,106,385,234,468,128,83,48,49,48,71,False
56,61,2.033333,00:00:02.033,Touching Shelf,68,281,149,353,81,72,48,49,48,71,False
57,61,2.033333,00:00:02.033,Touching Shelf,465,276,631,376,166,100,48,49,48,71,False
58,61,2.033333,00:00:02.033,No Interaction,70,760,136,849,66,89,48,49,48,71,False
59,61,2.033333,00:00:02.033,No Interaction,226,760,301,822,75,62,48,49,48,71,False
60,61,2.033333,00:00:02.033,No Interaction,319,846,388,922,69,76,48,49,48,71,False
61,61,2.033333,00:00:02.033,Holding Object,409,895,702,1074,293,179,48,49,48,71,False
62,61,2.033333,00:00:02.033,Holding Object,1131,884,1181,982,50,98,48,49,48,71,False
63,61,2.033333,00:00:02.033,No Interaction,1162,962,1272,1076,110,114,48,49,48,71,False
64,61,2.033333,00:00:02.033,No Interaction,1402,896,1492,960,90,64,48,49,48,71,False
65,61,2.033333,00:00:02.033,No Interaction,1635,902,1745,970,110,68,48,49,48,71,False
67,61,2.033333,00:00:02.033,Holding Object,1509,890,1619,962,110,72,48,49,48,71,False
68,61,2.033333,00:00:02.033,Touching Shelf,1510,565,1561,608,51,43,48,49,48,71,False
69,61,2.033333,00:00:02.033,Touching Shelf,1539,541,1590,574,51,33,48,49,48,71,False
71,61,2.033333,00:00:02.033,Holding Object,1116,505,1308,616,192,111,48,49,48,71,False
72,61,2.033333,00:00:02.033,No Interaction,1304,176,1384,242,80,66,48,49,48,71,False
74,61,2.033333,00:00:02.033,Holding Object,1824,810,1919,951,95,141,48,49,48,71,False
55,62,2.066667,00:00:02.067,No Interaction,106,385,234,468,128,83,48,49,48,71,False
56,62,2.066667,00:00:02.067,Touching Shelf,68,281,149,353,81,72,48,49,48,71,False
57,62,2.066667,00:00:02.067,Touching Shelf,465,276,631,376,166,100,48,49,48,71,False
58,62,2.066667,00:00:02.067,No Interaction,70,760,136,849,66,89,48,49,48,71,False
59,62,2.066667,00:00:02.067,No Interaction,226,760,301,822,75,62,48,49,48,71,False
60,62,2.066667,00:00:02.067,No Interaction,319,846,388,922,69,76,48,49,48,71,False
61,62,2.066667,00:00:02.067,Holding Object,409,895,702,1074,293,179,48,49,48,71,False
62,62,2.066667,00:00:02.067,Holding Object,1131,884,1181,982,50,98,48,49,48,71,False
63,62,2.066667,00:00:02.067,No Interaction,1162,962,1272,1076,110,114,48,49,48,71,False
64,62,2.066667,00:00:02.067,No Interaction,1402,896,1492,960,90,64,48,49,48,71,False
65,62,2.066667,00:00:02.067,No Interaction,1635,902,1745,970,110,68,48,49,48,71,False
67,62,2.066667,00:00:02.067,Holding Object,1509,890,1619,962,110,72,48,49,48,71,False
68,62,2.066667,00:00:02.067,Touching Shelf,1510,565,1561,608,51,43,48,49,48,71,False
69,62,2.066667,00:00:02.067,Touching Shelf,1539,541,1590,574,51,33,48,49,48,71,False
71,62,2.066667,00:00:02.067,Holding Object,1116,505,1308,616,192,111,48,49,48,71,False
72,62,2.066667,00:00:02.067,No Interaction,1304,176,1384,242,80,66,48,49,48,71,False
74,62,2.066667,00:00:02.067,Holding Object,1824,810,1919,951,95,141,48,49,48,71,False
55,63,2.1,00:00:02.100,No Interaction,106,385,234,468,128,83,48,49,48,71,False
56,63,2.1,00:00:02.100,Touching Shelf,68,281,149,353,81,72,48,49,48,71,False
57,63,2.1,00:00:02.100,Touching Shelf,465,276,631,376,166,100,48,49,48,71,False
58,63,2.1,00:00:02.100,No Interaction,70,760,136,849,66,89,48,49,48,71,False
59,63,2.1,00:00:02.100,No Interaction,226,760,301,822,75,62,48,49,48,71,False
60,63,2.1,00:00:02.100,No Interaction,319,846,388,922,69,76,48,49,48,71,False
61,63,2.1,00:00:02.100,Holding Object,409,895,702,1074,293,179,48,49,48,71,False
62,63,2.1,00:00:02.100,Holding Object,1131,884,1181,982,50,98,48,49,48,71,False
63,63,2.1,00:00:02.100,No Interaction,1162,962,1272,1076,110,114,48,49,48,71,False
64,63,2.1,00:00:02.100,No Interaction,1402,896,1492,960,90,64,48,49,48,71,False
65,63,2.1,00:00:02.100,No Interaction,1635,902,1745,970,110,68,48,49,48,71,False
67,63,2.1,00:00:02.100,Holding Object,1509,890,1619,962,110,72,48,49,48,71,False
68,63,2.1,00:00:02.100,Touching Shelf,1510,565,1561,608,51,43,48,49,48,71,False
69,63,2.1,00:00:02.100,Touching Shelf,1539,541,1590,574,51,33,48,49,48,71,False
71,63,2.1,00:00:02.100,Holding Object,1116,505,1308,616,192,111,48,49,48,71,False
72,63,2.1,00:00:02.100,No Interaction,1304,176,1384,242,80,66,48,49,48,71,False
74,63,2.1,00:00:02.100,Holding Object,1824,810,1919,951,95,141,48,49,48,71,False
55,64,2.133333,00:00:02.133,No Interaction,106,385,234,468,128,83,48,49,48,71,False
56,64,2.133333,00:00:02.133,Touching Shelf,68,281,149,353,81,72,48,49,48,71,False
57,64,2.133333,00:00:02.133,Touching Shelf,465,276,631,376,166,100,48,49,48,71,False
58,64,2.133333,00:00:02.133,No Interaction,70,760,136,849,66,89,48,49,48,71,False
59,64,2.133333,00:00:02.133,No Interaction,226,760,301,822,75,62,48,49,48,71,False
60,64,2.133333,00:00:02.133,No Interaction,319,846,388,922,69,76,48,49,48,71,False
61,64,2.133333,00:00:02.133,Holding Object,409,895,702,1074,293,179,48,49,48,71,False
62,64,2.133333,00:00:02.133,Holding Object,1131,884,1181,982,50,98,48,49,48,71,False
63,64,2.133333,00:00:02.133,No Interaction,1162,962,1272,1076,110,114,48,49,48,71,False
64,64,2.133333,00:00:02.133,No Interaction,1402,896,1492,960,90,64,48,49,48,71,False
65,64,2.133333,00:00:02.133,No Interaction,1635,902,1745,970,110,68,48,49,48,71,False
67,64,2.133333,00:00:02.133,Holding Object,1509,890,1619,962,110,72,48,49,48,71,False
68,64,2.133333,00:00:02.133,Touching Shelf,1510,565,1561,608,51,43,48,49,48,71,False
69,64,2.133333,00:00:02.133,Touching Shelf,1539,541,1590,574,51,33,48,49,48,71,False
71,64,2.133333,00:00:02.133,Holding Object,1116,505,1308,616,192,111,48,49,48,71,False
72,64,2.133333,00:00:02.133,No Interaction,1304,176,1384,242,80,66,48,49,48,71,False
74,64,2.133333,00:00:02.133,Holding Object,1824,810,1919,951,95,141,48,49,48,71,False
55,65,2.166667,00:00:02.167,No Interaction,106,385,234,468,128,83,48,49,48,71,False
56,65,2.166667,00:00:02.167,Touching Shelf,68,281,149,353,81,72,48,49,48,71,False
57,65,2.166667,00:00:02.167,Touching Shelf,465,276,631,376,166,100,48,49,48,71,False
58,65,2.166667,00:00:02.167,No Interaction,70,760,136,849,66,89,48,49,48,71,False
59,65,2.166667,00:00:02.167,No Interaction,226,760,301,822,75,62,48,49,48,71,False
60,65,2.166667,00:00:02.167,No Interaction,319,846,388,922,69,76,48,49,48,71,False
61,65,2.166667,00:00:02.167,Holding Object,409,895,702,1074,293,179,48,49,48,71,False
62,65,2.166667,00:00:02.167,Holding Object,1131,884,1181,982,50,98,48,49,48,71,False
63,65,2.166667,00:00:02.167,No Interaction,1162,962,1272,1076,110,114,48,49,48,71,False
64,65,2.166667,00:00:02.167,No Interaction,1402,896,1492,960,90,64,48,49,48,71,False
65,65,2.166667,00:00:02.167,No Interaction,1635,902,1745,970,110,68,48,49,48,71,False
67,65,2.166667,00:00:02.167,Holding Object,1509,890,1619,962,110,72,48,49,48,71,False
68,65,2.166667,00:00:02.167,Touching Shelf,1510,565,1561,608,51,43,48,49,48,71,False
69,65,2.166667,00:00:02.167,Touching Shelf,1539,541,1590,574,51,33,48,49,48,71,False
71,65,2.166667,00:00:02.167,Holding Object,1116,505,1308,616,192,111,48,49,48,71,False
72,65,2.166667,00:00:02.167,No Interaction,1304,176,1384,242,80,66,48,49,48,71,False
74,65,2.166667,00:00:02.167,Holding Object,1824,810,1919,951,95,141,48,49,48,71,False
55,66,2.2,00:00:02.200,No Interaction,106,385,234,468,128,83,48,49,48,71,False
56,66,2.2,00:00:02.200,Touching Shelf,68,281,149,353,81,72,48,49,48,71,False
57,66,2.2,00:00:02.200,Touching Shelf,465,276,631,376,166,100,48,49,48,71,False
58,66,2.2,00:00:02.200,No Interaction,70,760,136,849,66,89,48,49,48,71,False
59,66,2.2,00:00:02.200,No Interaction,226,760,301,822,75,62,48,49,48,71,False
60,66,2.2,00:00:02.200,No Interaction,319,846,388,922,69,76,48,49,48,71,False
61,66,2.2,00:00:02.200,Holding Object,409,895,702,1074,293,179,48,49,48,71,False
62,66,2.2,00:00:02.200,Holding Object,1131,884,1181,982,50,98,48,49,48,71,False
63,66,2.2,00:00:02.200,No Interaction,1162,962,1272,1076,110,114,48,49,48,71,False
64,66,2.2,00:00:02.200,No Interaction,1402,896,1492,960,90,64,48,49,48,71,False
65,66,2.2,00:00:02.200,No Interaction,1635,902,1745,970,110,68,48,49,48,71,False
67,66,2.2,00:00:02.200,Holding Object,1509,890,1619,962,110,72,48,49,48,71,False
68,66,2.2,00:00:02.200,Touching Shelf,1510,565,1561,608,51,43,48,49,48,71,False
69,66,2.2,00:00:02.200,Touching Shelf,1539,541,1590,574,51,33,48,49,48,71,False
71,66,2.2,00:00:02.200,Holding Object,1116,505,1308,616,192,111,48,49,48,71,False
72,66,2.2,00:00:02.200,No Interaction,1304,176,1384,242,80,66,48,49,48,71,False
74,66,2.2,00:00:02.200,Holding Object,1824,810,1919,951,95,141,48,49,48,71,False
55,67,2.233333,00:00:02.233,No Interaction,106,385,234,468,128,83,48,49,48,71,False
56,67,2.233333,00:00:02.233,Touching Shelf,68,281,149,353,81,72,48,49,48,71,False
57,67,2.233333,00:00:02.233,Touching Shelf,465,276,631,376,166,100,48,49,48,71,False
58,67,2.233333,00:00:02.233,No Interaction,70,760,136,849,66,89,48,49,48,71,False
59,67,2.233333,00:00:02.233,No Interaction,226,760,301,822,75,62,48,49,48,71,False
60,67,2.233333,00:00:02.233,No Interaction,319,846,388,922,69,76,48,49,48,71,False
61,67,2.233333,00:00:02.233,Holding Object,409,895,702,1074,293,179,48,49,48,71,False
62,67,2.233333,00:00:02.233,Holding Object,1131,884,1181,982,50,98,48,49,48,71,False
63,67,2.233333,00:00:02.233,No Interaction,1162,962,1272,1076,110,114,48,49,48,71,False
64,67,2.233333,00:00:02.233,No Interaction,1402,896,1492,960,90,64,48,49,48,71,False
65,67,2.233333,00:00:02.233,No Interaction,1635,902,1745,970,110,68,48,49,48,71,False
67,67,2.233333,00:00:02.233,Holding Object,1509,890,1619,962,110,72,48,49,48,71,False
68,67,2.233333,00:00:02.233,Touching Shelf,1510,565,1561,608,51,43,48,49,48,71,False
69,67,2.233333,00:00:02.233,Touching Shelf,1539,541,1590,574,51,33,48,49,48,71,False
71,67,2.233333,00:00:02.233,Holding Object,1116,505,1308,616,192,111,48,49,48,71,False
72,67,2.233333,00:00:02.233,No Interaction,1304,176,1384,242,80,66,48,49,48,71,False
74,67,2.233333,00:00:02.233,Holding Object,1824,810,1919,951,95,141,48,49,48,71,False
55,68,2.266667,00:00:02.267,No Interaction,106,385,234,468,128,83,48,49,48,71,False
56,68,2.266667,00:00:02.267,Touching Shelf,68,281,149,353,81,72,48,49,48,71,False
57,68,2.266667,00:00:02.267,Touching Shelf,465,276,631,376,166,100,48,49,48,71,False
58,68,2.266667,00:00:02.267,No Interaction,70,760,136,849,66,89,48,49,48,71,False
59,68,2.266667,00:00:02.267,No Interaction,226,760,301,822,75,62,48,49,48,71,False
60,68,2.266667,00:00:02.267,No Interaction,319,846,388,922,69,76,48,49,48,71,False
61,68,2.266667,00:00:02.267,Holding Object,409,895,702,1074,293,179,48,49,48,71,False
62,68,2.266667,00:00:02.267,Holding Object,1131,884,1181,982,50,98,48,49,48,71,False
63,68,2.266667,00:00:02.267,No Interaction,1162,962,1272,1076,110,114,48,49,48,71,False
